unit_id,product_id,engine_type,air_temp,process_temp,rpm,torque_nm,tool_wear,timestamp,target
1554,L48487,L,0.4952797540500255,0.6657806498549205,-0.7870900496026675,1.8094580551341777,1.293571518515573,2025-11-07 22:22:06.277625,1
9524,L55153,M,1.0031968817629673,0.35978166278056245,-0.9449124041373336,0.6920103740919106,-0.5753761115100215,2025-11-07 22:22:06.277625,1
6807,L50305,H,0.19751933005269812,0.4680587099991834,0.6538770828352481,-0.3698584483549854,0.2992727658448483,2025-11-07 22:22:06.277625,0
2716,L52918,L,1.4895031099577567,1.209468451660267,-0.8359937998140395,1.4267805787673358,1.5718379416248212,2025-11-07 22:22:06.277625,1
1636,H38064,M,1.6974003388818448,1.209468451660267,-1.1031987446462062,0.7035296726998674,1.603259303989759,2025-11-07 22:32:06.277625,1
5443,M18983,L,-0.8523973761276875,-1.0147607733229451,0.0012489183421365824,-0.38992177772049624,0.9434106943260692,2025-11-07 22:52:06.277625,0
4867,H38233,L,-0.7513049198159377,-0.2374253964327428,3.7624987722099372,-2.4303719757811364,0.8070509622858764,2025-11-07 23:02:06.277625,1
6616,L55380,L,-0.6124219332602958,-0.9666225976667839,-0.9321826954799122,2.5215457066102536,-1.3817701206793134,2025-11-07 22:32:06.277625,1
762,L56099,M,1.1722870037812985,0.08399902308913243,-0.999953528731038,1.3993167210449824,-0.718662491605316,2025-11-07 22:32:06.277625,1
3744,L47217,L,-0.6893961064405133,-0.25580765795198446,-0.7991835339848699,0.6859861313010706,1.5790841911974545,2025-11-07 22:22:06.277625,1
908,L55071,M,-1.2023696115211493,-1.0147607733229451,-0.4059464321535655,-0.028781849141293357,-1.1618205841247502,2025-11-07 22:32:06.277625,0
167,M16368,L,-0.2524449725960345,-0.61035545968962,-0.690425375650563,0.9242262957204916,-1.570298294868939,2025-11-07 22:22:06.277625,0
2176,M23951,L,1.0974479353501918,0.9398649092380373,3.018956926810285,-2.0852731091061982,-1.2089526276721567,2025-11-07 22:22:06.277625,0
6851,L52545,M,-0.3631821257193064,-0.6018155807475238,-0.6333836592230817,0.16372633939349926,1.6804267765170329,2025-11-07 22:32:06.277625,1
4380,M17294,L,0.44749949819088924,0.40065782439365477,-0.004329100157804543,-0.32973178962396227,-1.648851700781283,2025-11-07 22:32:06.277625,0
1208,L49872,L,-0.5024251407342256,-0.07114837484523745,-0.7127374496503274,0.4728013849964882,-0.21917971317662216,2025-11-07 22:22:06.277625,0
5869,M21294,M,0.8474677672120007,0.5354595956047504,-0.12704550715650928,0.04143980363799563,-0.941871047570187,2025-11-07 22:32:06.277625,0
9420,L55301,M,-1.3023616787764485,-1.149562544534041,-1.1366668556458528,1.796981123120231,0.07932322929028508,2025-11-07 22:22:06.277625,0
1293,L56684,M,-0.15245290534076375,0.33325693878808776,-0.2720739881549785,0.12169312110004112,0.2835620846623795,2025-11-07 22:22:06.277625,0
4825,M17749,L,0.8239692633937332,-0.293233548723851,-1.3620609358596452,2.4568373407359574,1.8389970921590464,2025-11-07 22:32:06.277625,1
3416,L53915,L,-0.15245290534076375,-0.27335103166186175,1.0108702668314802,-1.2927715991685031,0.5977757083117555,2025-11-07 22:32:06.277625,0
9790,M19809,M,-1.5523418469146397,-1.2843643157451365,-0.31112011765456643,0.4326747262654651,1.744655434631978,2025-11-07 22:22:06.277625,0
6449,M19969,H,0.8974638008396503,0.737662252421413,0.023560992341901083,-0.35982678367222964,0.18929799756756668,2025-11-07 22:22:06.277625,0
9593,M19158,L,-0.652413241617146,-0.27335103166186175,-0.9749043191475603,0.492864714361999,-0.03065153898699653,2025-11-07 22:22:06.277625,0
6655,M24644,L,1.1762858994607814,0.1524430579805679,-1.1359674983628298,0.5413821786893661,-0.8101381638324754,2025-11-07 22:22:06.277625,1
2475,M21648,L,0.824414670056264,0.4991371586581605,-1.0401364977478156,1.7491069058887168,1.3929986142342037,2025-11-07 22:22:06.277625,1
8177,L55701,M,-1.50234581328699,-1.5539678581673662,-1.5494402246414962,1.1148279246928485,0.3464048093922547,2025-11-07 22:32:06.277625,0
7131,L54564,L,1.6117697224574785,0.9785869611429139,-1.6232565904085998,1.5581478293232154,1.8298091346318497,2025-11-07 22:22:06.277625,1
6825,L53834,M,0.9647016108096846,0.2612164396052988,-1.099735410548949,2.0764832301283906,1.3394328309116195,2025-11-07 22:22:06.277625,1
8370,M24312,L,1.1551678156741607,0.8982140765747204,-1.1435141748698738,2.6937156688875517,1.4980074637101721,2025-11-07 22:32:06.277625,1
5385,L52763,M,1.454817600554855,0.7233051953987822,-0.9813716211366968,1.3140410832586737,0.12208676868828865,2025-11-07 22:42:06.277625,1
8604,M17871,L,1.2474360362331123,1.209468451660267,-1.1366668556458528,1.2753345596169388,0.4249582153045987,2025-11-07 22:22:06.277625,0
3673,H32007,L,-1.4023537460317193,-0.8799590021118496,-0.21071578465562615,-0.14916182533436123,-0.34486516263637257,2025-11-07 22:32:06.277625,0
4990,M18068,L,1.2974320698607618,1.5464728796880252,0.08491919584125346,0.20194643856208588,-0.784764235745499,2025-11-07 22:22:06.277625,0
5120,M22286,L,-1.0706841417326514,-1.4228514693509324,-0.239427895684797,-0.5005487714963295,1.673484206029679,2025-11-07 22:22:06.277625,1
9417,L53042,M,1.437622654578703,0.6195261209870775,-1.084738229618827,1.3782241061058698,-1.6243937412962983,2025-11-07 22:42:06.277625,1
6384,M20448,M,-0.9023934097553371,-0.7451572309007539,-1.186869022145323,1.445872859223784,-0.5176826556435293,2025-11-07 22:22:06.277625,0
3773,L48743,L,1.797392406137144,1.1420675660547,0.040295047841724455,-0.14916182533436123,-0.6905001486506862,2025-11-07 22:32:06.277625,0
762,L56495,M,0.2975113973079973,-0.3407519172674287,0.10165325134107683,-0.6206500654238761,-0.37628652500131016,2025-11-07 23:02:06.277625,0
6480,M21289,L,-0.9240512974959862,-1.6408337654042464,-0.08002863641611074,-0.8276608291913288,1.6238459202463333,2025-11-07 22:42:06.277625,1
3677,L49924,L,-0.8707012064291956,-0.9781393098761941,6.447049849639249,-2.9933788857747192,-0.2637711644041103,2025-11-07 22:22:06.277625,1
7947,L55451,M,1.6636630712929905,1.029184638206822,-0.8956785069962261,0.7064387619836618,-0.6835180818522838,2025-11-07 22:22:06.277625,1
1700,H38730,L,0.23464928498501766,0.9091336054717529,-1.4963671414001602,2.545750744316955,1.5314077623117373,2025-11-07 22:22:06.277625,1
3372,M22544,M,0.39750346456326807,0.670261366815846,0.2299476768397227,-0.33976345430671806,0.016480504560409875,2025-11-07 22:52:06.277625,0
878,H38730,L,-0.11215255233719984,0.8104762465906581,0.9235232418106116,-1.1571918702696375,1.7363000249584495,2025-11-07 22:52:06.277625,1
1828,M15237,M,-1.6023378805422608,-1.4865669725617991,0.06818514034143008,-0.10903516660333884,0.06361254810781627,2025-11-07 22:42:06.277625,0
4987,L50596,L,0.3475074309356185,1.2476436878295565,-1.134248175063787,1.7732755032796679,1.3178269193406336,2025-11-07 22:22:06.277625,1
8535,L48724,L,-0.35243703985130526,-0.8799590021118496,-0.8131417826492676,1.4258095298582731,-0.4391292497311854,2025-11-07 22:32:06.277625,0
8993,H30751,L,0.007659866622900441,-0.38106559243777727,0.7665145621431998,-1.1041700095517375,0.9023953638683995,2025-11-07 22:42:06.277625,1
5623,M18589,L,-0.002464804457843392,-0.677756345295187,0.9495120633321278,-0.7911883650307214,-0.45483993091365416,2025-11-07 22:42:06.277625,0
2737,L50608,L,0.8970924728917965,0.08044104322206115,-1.179922392001454,0.7564473722605766,-0.5801753237041303,2025-11-07 22:22:06.277625,1
1869,M16521,L,1.0576993170656717,0.813352013993828,-0.4756265648935926,1.9298601269557456,0.7180549020383903,2025-11-07 22:32:06.277625,1
7182,L54616,L,1.0974479353501918,0.9398649092380373,-0.5007727466525647,0.6533713492860893,-0.7533428733805614,2025-11-07 22:32:06.277625,0
9109,L48941,L,0.9384907932733713,0.22207945573910767,-1.1344244002613784,0.7908983920450566,-0.24992195975720485,2025-11-07 22:42:06.277625,1
8541,L50384,L,-1.3023616787764485,-1.0821616589285121,0.2745718248392517,-0.7510617062996991,1.5561272604423524,2025-11-07 22:22:06.277625,0
6076,L55494,L,0.14752329642507697,-0.27335103166186175,0.1630114548404292,-0.03881351382404913,-0.36057584381884134,2025-11-07 22:32:06.277625,0
9453,L54698,L,1.797392406137144,1.3442702228713626,-0.8242978196491499,1.034574607230803,-0.10920494489934053,2025-11-07 22:32:06.277625,0
2178,L55012,L,1.76691005165909,1.1798941683655646,-1.1048489251816274,0.903957225647118,-0.5747547045767658,2025-11-07 23:02:06.277625,1
5671,M17234,M,1.5139521999357584,0.7636702662970807,-0.9152134213762335,1.3833072323014994,0.12830929457485335,2025-11-07 23:02:06.277625,1
7669,L49753,M,-2.1022982168186433,-2.3627784854339784,0.5702068053361313,-0.7811567003479657,-0.10920494489934053,2025-11-07 22:42:06.277625,0
8958,H34253,L,-1.5442606033406896,-1.4865669725617991,-0.7876199238429539,1.7053773396491996,1.4775738545300083,2025-11-07 22:22:06.277625,1
5539,L53106,M,-0.9523894433829583,-1.5539678581673662,0.5255826573366024,-0.9316316705893005,0.5820650271292868,2025-11-07 22:22:06.277625,0
3322,L49935,L,-1.4523497796593405,-1.0821616589285121,-1.3095854291440279,1.3555878770789835,0.7077504765890371,2025-11-07 22:32:06.277625,0
6935,L53960,L,0.1775248516379524,0.26803198656317,-0.6126932720571464,0.6491651589045531,-1.225677698956789,2025-11-07 22:32:06.277625,1
5060,M18590,M,1.1974400026054626,0.33325693878808776,-0.2162938031555673,-0.32973178962396227,0.880567969596194,2025-11-07 22:22:06.277625,0
6723,L47938,M,-0.6024172079894964,-1.0147607733229451,0.9606681003320101,-1.1523282936099244,0.5035116212169427,2025-11-07 22:22:06.277625,0
1887,L49700,L,-0.20244893896838492,0.0636533963658965,-0.2888080436548019,0.2922314207068864,-1.0361351346649998,2025-11-07 22:32:06.277625,0
6211,L51355,L,0.19751933005269812,0.9398649092380373,0.6873451938348949,-1.0720749761478792,0.3306941282097859,2025-11-07 22:22:06.277625,0
5227,H32274,L,0.997455868094921,0.2658560531825208,-1.0530269593901445,1.8137057679228215,0.011251760339418247,2025-11-07 22:22:06.277625,1
7552,M22729,M,-0.40243307347895485,-0.677756345295187,1.9089312453220013,-1.6137848690166836,0.4563795776695363,2025-11-07 22:22:06.277625,0
7829,L56906,M,1.326498091804736,1.5072882588709773,-0.48585414779819586,1.3285335102444087,1.9134720096202937,2025-11-07 22:42:06.277625,1
1192,L53099,M,-0.7024092752447672,-0.3407519172674287,0.2299476768397227,-0.6106184007411204,-0.5962360615558734,2025-11-07 22:22:06.277625,0
8030,L55876,M,-0.5524211743618752,-0.07114837484523745,-0.7517835791499152,0.14175645046555194,-1.3817701206793134,2025-11-07 22:22:06.277625,0
1606,L51178,M,1.1474439689778415,1.1420675660547,-0.4784606726528002,0.252104761975864,-0.8161855981104366,2025-11-07 22:22:06.277625,0
1721,L55797,L,0.6982781705220914,0.5502871008023723,6.3119506422356775,-2.793950008426294,-1.2872551127836103,2025-11-07 22:22:06.277625,1
7042,L54140,L,0.09752726279742736,0.13105428197142516,-0.04895324815733354,0.8540046429412019,-1.4603235265916574,2025-11-07 22:22:06.277625,0
5127,M19889,M,1.0529842639118512,0.38822730127704713,-1.1802851145508344,1.900710137719094,-0.32909013359262984,2025-11-07 22:32:06.277625,1
4964,L53338,M,0.5474915654461884,0.8724640236325086,1.6579204128246507,-1.7241331805269953,-1.2089526276721567,2025-11-07 22:32:06.277625,0
3944,L48520,L,1.0730450190899055,0.14621053871237608,-1.1090423427656504,1.7521968514167865,-0.7405623116216228,2025-11-07 22:22:06.277625,1
9796,L56303,M,-0.40243307347895485,-0.7451572309007539,-0.5119287836524469,-0.03881351382404913,-1.3503487583143758,2025-11-07 22:32:06.277625,0
8418,M20724,L,1.078973263855105,0.4893060727304965,-0.9711430874271605,0.8710105960998297,-1.1459454740044053,2025-11-07 22:22:06.277625,1
137,M21683,M,0.5474915654461884,0.670261366815846,-0.7015814126504452,0.663403013968845,-1.2246633088546255,2025-11-07 22:22:06.277625,0
5679,L51868,L,2.182250143186933,2.4697143974590436,-0.19542577941293993,-0.42144026510677224,1.534202521432243,2025-11-07 22:32:06.277625,1
